course_id,course_title,url,price,num_subscribers,num_reviews,num_lectures,level,rating,content_duration,published_timestamp,subject,Date,Free/Paid
19603,Learning Dynamic Website Design - PHP MySQL and JavaScript,https://www.udemy.com/learning-dynamic-website-design/,50,47886,285,125,All Levels,0.41,12.5,2012-06-18T16:52:34Z,Web Development,2012-06-18,Paid
17349,Figure Drawing From Life Using The Reilly Technique.,https://www.udemy.com/figure-drawing-from-life-using-the-reilly-technique/,0,47811,1041,22,Beginner Level,0.11,2.5,2012-05-09T18:14:57Z,Graphic Design,2012-05-09,Free
41884,Getting Started with Playing Guitar,https://www.udemy.com/getting-started-with-playing-guitar/,0,47652,1141,26,All Levels,0.68,4,2013-05-29T15:28:07Z,Musical Instruments,2013-05-29,Free
707962,Javascript Essentials,https://www.udemy.com/javascript-essentials/,0,47062,5590,41,All Levels,0.18,8.5,2016-01-20T19:08:27Z,Web Development,2016-01-20,Free
399938,Professional Logo Design in Adobe Illustrator,https://www.udemy.com/professional-logo-design-crash-course/,0,44044,1563,45,Beginner Level,0.89,7.5,2015-01-22T11:18:06Z,Graphic Design,2015-01-22,Free
437398,Build Responsive Real World Websites with HTML5 and CSS3,https://www.udemy.com/design-and-develop-a-killer-website-with-html5-and-css3/,195,43977,7106,77,All Levels,0.34,12,2015-03-24T22:06:26Z,Web Development,2015-03-24,Paid
28295,Learn Web Designing & HTML5/CSS3 Essentials in 4-Hours,https://www.udemy.com/build-beautiful-html5-website/,75,43285,525,24,Beginner Level,0.31,4,2013-01-03T00:55:31Z,Web Development,2013-01-03,Paid
708578,Bootstrap 4 Quick Start: Code Modern Responsive Websites,https://www.udemy.com/bootstrap-4/,0,41478,2104,13,All Levels,0.52,3,2015-12-30T21:28:31Z,Web Development,2015-12-30,Free
719002,Angular 2 with TypeScript for Beginners: The Pragmatic Guide,https://www.udemy.com/angular-2-tutorial-for-beginners/,150,40070,8341,194,All Levels,0.74,9.5,2016-03-03T20:17:59Z,Web Development,2016-03-03,Paid
674608,The Complete Web Developer Masterclass: Beginner To Advanced,https://www.udemy.com/webdevelopercourse/,195,37141,1813,316,Beginner Level,0.07,51,2016-05-18T00:16:26Z,Web Development,2016-05-18,Paid
772618,Learn Object Oriented PHP By Building a Complete Website,https://www.udemy.com/learn-object-oriented-php-by-building-a-complete-website/,0,36322,2618,32,All Levels,0.68,4.5,2016-03-01T17:38:10Z,Web Development,2016-03-01,Free
820194,Photoshop for Entrepreneurs - Design 11 Practical Projects,https://www.udemy.com/photoshop-for-entrepreneurs/,200,36288,737,63,All Levels,0.96,5,2016-06-09T01:57:03Z,Graphic Design,2016-06-09,Paid
16646,Web Programming with Python,https://www.udemy.com/web-programming-with-python/,50,35267,217,53,Beginner Level,0.78,4,2012-04-25T00:01:43Z,Web Development,2012-04-25,Paid
446134,Ultimate Web Designer & Developer Course: Build 23 Projects!,https://www.udemy.com/web-developer-course/,200,33788,4434,246,Beginner Level,0.31,32.5,2015-08-20T20:55:19Z,Web Development,2015-08-20,Paid
519442,The Complete Ruby on Rails Developer Course,https://www.udemy.com/the-complete-ruby-on-rails-developer-course/,195,33677,3809,283,All Levels,0.77,31.5,2015-10-23T20:29:25Z,Web Development,2015-10-23,Paid
249126,Logo Design Essentials,https://www.udemy.com/logo-design/,20,33205,481,12,Beginner Level,0.88,0.7,2014-06-30T03:09:27Z,Graphic Design,2014-06-30,Paid
42271,Complete Guitar System - Beginner to Advanced,https://www.udemy.com/complete-guitar-system-beginner-to-advanced/,145,32935,2713,310,All Levels,0.65,34,2013-05-29T15:24:47Z,Musical Instruments,2013-05-29,Paid
949282,Learn Angular 2 from Beginner to Advanced,https://www.udemy.com/learn-angular-2-from-beginner-to-advanced/,195,32696,526,67,Beginner Level,0.7,10,2016-10-07T00:25:59Z,Web Development,2016-10-07,Paid
294794,Create An HTML5 Video Player From Scratch,https://www.udemy.com/html5-video-player/,0,32260,1005,12,All Levels,0.94,1.5,2014-09-05T19:16:53Z,Web Development,2014-09-05,Free
695656,The Complete JavaScript Course For Web Development Beginners,https://www.udemy.com/javascriptcourse/,195,31499,450,46,Beginner Level,0.76,4,2015-12-29T17:20:32Z,Web Development,2015-12-29,Paid
19332,The Original Complete Web Developer Course.,https://www.udemy.com/thecompletewebdeveloper/,20,31070,742,195,Beginner Level,0.07,18,2012-10-28T00:13:03Z,Web Development,2012-10-28,Paid
511934,AngularJS For Beginners,https://www.udemy.com/angularjs-for-beginners-udemy/,0,30531,1948,53,All Levels,0.78,3,2015-06-30T20:28:22Z,Web Development,2015-06-30,Free
267560,Learn E-Commerce Website in PHP & MySQL From Scratch!,https://www.udemy.com/ecommerce-website-in-php-mysqli/,0,29990,1342,87,Beginner Level,0.95,17.5,2014-08-10T10:27:28Z,Web Development,2014-08-10,Free
866460,Angular 2+ with Typescript - Essential Training,https://www.udemy.com/angular-2-training/,195,29348,780,66,Beginner Level,0.31,3,2016-11-29T04:08:03Z,Web Development,2016-11-29,Paid
151668,Introduction to Financial Modeling,https://www.udemy.com/financial-modeling-asimplemodel/,0,29167,1463,8,All Levels,0.18,1.5,2014-05-27T16:22:16Z,Business Finance,2014-05-27,Free
405282,PHP for Beginners -Become a PHP Master - Project Included,https://www.udemy.com/php-for-complete-beginners-includes-msql-object-oriented/,200,28880,4316,286,Beginner Level,0.4,30.5,2015-02-14T00:54:08Z,Web Development,2015-02-14,Paid
1025026,Javascript - From Beginner to Pro-Build real world JS apps,https://www.udemy.com/javascript-from-beginner-to-pro-best-course/,195,28694,688,77,All Levels,0.05,11.5,2016-12-11T21:16:42Z,Web Development,2016-12-11,Paid
607048,Essentials of JavaScript Practice Coding Exercises Tips,https://www.udemy.com/essentials-of-javascript-practice-coding-exercises-tips/,80,28125,115,21,Beginner Level,0.38,2,2015-09-25T22:30:00Z,Web Development,2015-09-25,Paid
851712,The Complete JavaScript Course: Build a Real-World Project,https://www.udemy.com/the-complete-javascript-course/,195,27801,4340,113,Beginner Level,0.21,17.5,2016-10-14T22:52:23Z,Web Development,2016-10-14,Paid
159070,Introduction to Web Development: HTML,https://www.udemy.com/webdevelopment101_html/,20,26800,333,55,All Levels,0.32,3,2014-02-13T20:39:33Z,Web Development,2014-02-13,Paid
874012,The Ultimate Drawing Course - Beginner to Advanced,https://www.udemy.com/the-ultimate-drawing-course-beginner-to-advanced/,150,26742,2379,62,Beginner Level,0.24,11,2017-01-23T00:20:05Z,Graphic Design,2017-01-23,Paid
470288,EMMET Faster HTML & CSS workflow - Best Tool For Developers,https://www.udemy.com/emmet-start-coding-html-and-css-fast-and-easy/,0,26697,1097,20,Beginner Level,0.15,1,2015-04-09T16:36:06Z,Web Development,2015-04-09,Free
11475,Become a Certified Web Developer,https://www.udemy.com/become-a-certified-web-developer/,100,26673,1090,185,All Levels,0.22,12,2011-12-20T15:29:25Z,Web Development,2011-12-20,Paid
429364,Master the Basics of HTML5 & CSS3: Beginner Web Development,https://www.udemy.com/master-the-basics-of-html5-css3-beginner-web-development/,0,26541,750,38,All Levels,0.15,3,2015-05-21T22:47:47Z,Web Development,2015-05-21,Free
26956,Learn Guitar in 21 Days,https://www.udemy.com/learn-guitar-in-21-days/,20,26504,192,82,All Levels,0.41,2.5,2012-10-21T20:36:50Z,Musical Instruments,2012-10-21,Paid
24334,CSS Development (with CSS3!),https://www.udemy.com/css-development-with-css3/,20,25864,188,32,All Levels,0.78,5,2012-10-31T16:39:49Z,Web Development,2012-10-31,Paid
15285,HTML Workshop,https://www.udemy.com/html-workshop/,20,25854,306,17,All Levels,0.28,2,2012-04-08T05:12:43Z,Web Development,2012-04-08,Paid
653846,Master the MEAN Stack - Learn By Example,https://www.udemy.com/master-the-mean-stack/,195,25799,382,42,Intermediate Level,0.21,4.5,2016-01-03T23:24:04Z,Web Development,2016-01-03,Paid
385462,Logo Designing for Your Business in an Hour,https://www.udemy.com/logo-designing-side-business/,20,25277,311,16,Beginner Level,0.38,1,2015-01-05T10:43:48Z,Graphic Design,2015-01-05,Paid
642410,The Complete Bootstrap Masterclass Course - Build 4 Projects,https://www.udemy.com/bootstrapcourse/,195,24978,540,67,All Levels,0.89,7,2015-10-27T20:27:11Z,Web Development,2015-10-27,Paid
629142,The Ultimate Web Developer How To Guide,https://www.udemy.com/learn-web-development-complete-step-by-step-guide-to-success/,200,24861,423,281,Beginner Level,0.85,22.5,2015-11-26T04:31:11Z,Web Development,2015-11-26,Paid
178044,How To Make Graphics For A Website,https://www.udemy.com/how-to-make-graphics-for-a-website/,200,24857,35,11,All Levels,0.89,1.5,2014-03-15T21:53:19Z,Graphic Design,2014-03-15,Paid
22445,Learn to Design a Letterhead - A Beginners Course,https://www.udemy.com/learn-to-design-a-letterhead/,0,24687,423,13,All Levels,0.11,0.7333333333,2012-10-10T23:34:55Z,Graphic Design,2012-10-10,Free
369662,Running a Web Development Business: The Complete Guide,https://www.udemy.com/the-complete-guide-to-running-a-web-development-business/,150,24575,525,98,All Levels,0.12,19.5,2015-08-26T19:25:06Z,Web Development,2015-08-26,Paid
648826,The Complete Financial Analyst Course 2017,https://www.udemy.com/the-complete-financial-analyst-course/,195,24481,2347,174,All Levels,0.37,10,2016-01-21T01:38:48Z,Business Finance,2016-01-21,Paid
505208,Programming Foundations: HTML5 + CSS3 for Entrepreneurs 2015,https://www.udemy.com/html-css-more/,20,23764,490,58,Beginner Level,0.14,5.5,2015-10-17T04:52:25Z,Web Development,2015-10-17,Paid
60792,Learn to Use jQuery UI Widgets,https://www.udemy.com/learn-to-use-jquery-ui-widgets/,0,23669,521,9,Beginner Level,0.96,1,2013-06-23T02:38:19Z,Web Development,2013-06-23,Free
882488,WordPress Development For Beginners,https://www.udemy.com/wordpress-basic/,95,23572,210,20,All Levels,0.71,2,2016-06-20T18:46:15Z,Web Development,2016-06-20,Paid
47963,"Coding for Entrepreneurs: Learn Python, Django, and More.",https://www.udemy.com/coding-for-entrepreneurs/,195,23412,799,251,All Levels,0.07,45,2013-04-08T00:46:14Z,Web Development,2013-04-08,Paid
660876,Graphic Design - An Overview of the Field,https://www.udemy.com/graphic-design-secrets/,0,23229,2215,12,All Levels,0.53,1,2015-11-09T19:10:57Z,Graphic Design,2015-11-09,Free
63612,1 Hour JavaScript,https://www.udemy.com/1-hour-javascript/,200,22999,602,18,All Levels,0.24,1,2013-07-04T15:27:02Z,Web Development,2013-07-04,Paid
787236,"Build Responsive Website Using HTML5, CSS3, JS And Bootstrap",https://www.udemy.com/build-responsive-website-using-html5-css3-js-and-bootstrap/,95,22623,783,73,All Levels,0.81,8,2016-06-20T18:48:26Z,Web Development,2016-06-20,Paid
534376,Get Results - Core Principles of Web Development Tricks Tips,https://www.udemy.com/web-development-foundations-base-for-your-coding-environment/,75,22355,54,26,Beginner Level,0.04,1.5,2015-06-23T20:39:16Z,Web Development,2015-06-23,Paid
97338,Forex Basics,https://www.udemy.com/forex-basics/,0,22344,712,26,All Levels,0.89,3.5,2013-10-16T17:40:23Z,Business Finance,2013-10-16,Free
321410,Beginner to Pro in Excel: Financial Modeling and Valuation,https://www.udemy.com/beginner-to-pro-in-excel-financial-modeling-and-valuation/,195,22257,2697,138,Intermediate Level,0.13,7.5,2014-11-25T23:00:40Z,Business Finance,2014-11-25,Paid
579338,Learn Object Oriented Programming PHP fundamentals bootcamp,https://www.udemy.com/learn-object-oriented-programming-php-fundamentals-bootcamp/,100,22213,142,16,All Levels,0.78,1,2015-08-11T18:52:58Z,Web Development,2015-08-11,Paid
781532,Advanced React and Redux,https://www.udemy.com/react-redux-tutorial/,140,21998,3326,119,All Levels,0.8,12,2016-03-12T22:13:46Z,Web Development,2016-03-12,Paid
99826,Become A Web Developer And Seller - Build Websites With HTML,https://www.udemy.com/the-ultimate-building-and-selling-websites-course/,200,21730,61,35,All Levels,0.36,2.5,2013-10-05T12:49:46Z,Web Development,2013-10-05,Paid
456284,The Professional Guitar Masterclass,https://www.udemy.com/the-professional-guitar-masterclass/,200,21701,1340,136,All Levels,0.3,9.5,2015-04-28T17:27:26Z,Musical Instruments,2015-04-28,Paid
808622,AngularJS Authentication: Secure Your App with Auth0,https://www.udemy.com/angularjs-authentication-with-auth0/,0,21689,1080,13,Beginner Level,0.86,1,2016-04-01T05:51:48Z,Web Development,2016-04-01,Free
756914,MongooseJS Essentials - Learn MongoDB for Node.js,https://www.udemy.com/mongoosejs-essentials/,0,21682,1106,8,Beginner Level,0.01,0.7333333333,2016-03-12T16:04:28Z,Web Development,2016-03-12,Free
30243,Mastering HTML5 Programming - The Easier Way,https://www.udemy.com/html5-programming-tutorials/,75,21653,138,35,All Levels,0.55,7,2013-01-07T11:44:35Z,Web Development,2013-01-07,Paid
701634,ExpressJS Fundamentals,https://www.udemy.com/expressjs-fundamentals/,0,21245,914,9,All Levels,0.19,1,2016-01-11T18:53:48Z,Web Development,2016-01-11,Free
357726,Spring Framework 4 And Dependency Injection For Beginners,https://www.udemy.com/spring-framework-video-tutorial/,0,21147,1220,16,Beginner Level,0.74,1.5,2015-01-16T07:45:28Z,Web Development,2015-01-16,Free
197828,Learn to Setup Websites from Scratch,https://www.udemy.com/learn-to-setup-websites-from-scratch/,0,21087,154,24,Intermediate Level,0.14,3.5,2014-04-14T11:59:11Z,Web Development,2014-04-14,Free
382786,Sass Workflow,https://www.udemy.com/sass-workflow/,0,20890,945,21,Beginner Level,0.22,3,2015-02-06T15:54:23Z,Web Development,2015-02-06,Free
806922,The Complete ASP.NET MVC 5 Course,https://www.udemy.com/the-complete-aspnet-mvc-5-course/,190,20652,6357,138,Beginner Level,0.63,7.5,2016-05-16T17:04:54Z,Web Development,2016-05-16,Paid
301442,Black Algo Trading: Build Your Trading Robot,https://www.udemy.com/build-your-trading-robot/,200,20195,1113,227,All Levels,0.21,16,2014-10-27T22:01:36Z,Business Finance,2014-10-27,Paid
766592,HTML Complete Course - Beginner to Expert,https://www.udemy.com/the-complete-html-developer-course/,0,20073,615,28,Intermediate Level,0.03,1.5,2016-02-29T00:15:42Z,Web Development,2016-02-29,Free
162274,Joomla 3 - The Basics,https://www.udemy.com/joomla-3-the-basics/,0,19909,411,17,All Levels,0.46,3,2014-02-12T01:54:02Z,Web Development,2014-02-12,Free
189160,Financial Analysis: A Recipe for Success,https://www.udemy.com/financial-analysis-a-recipe-for-success/,0,19614,635,14,All Levels,0.3,1.5,2014-04-23T15:10:52Z,Business Finance,2014-04-23,Free
191854,Stock Market Foundations,https://www.udemy.com/how-to-invest-in-the-stock-market-beginners/,0,19339,794,9,All Levels,0.89,2,2014-03-31T21:35:06Z,Business Finance,2014-03-31,Free
714724,Docker Technologies for DevOps and Developers,https://www.udemy.com/docker-tutorial-for-devops-run-docker-containers/,30,19210,3137,44,All Levels,0.57,3,2016-08-29T19:02:30Z,Web Development,2016-08-29,Paid
231176,Learn To Build Beautiful HTML5 And CSS3 Websites In 1 Month,https://www.udemy.com/learn-to-build-beautiful-html5-and-css3-websites-in-1-month/,50,18818,407,80,Beginner Level,0.89,11,2014-06-03T08:48:34Z,Web Development,2014-06-03,Paid
445534,Learn AngularJS Step By Step,https://www.udemy.com/maruti-angularjs/,20,18777,1112,21,Beginner Level,0.88,1.5,2015-07-07T00:08:10Z,Web Development,2015-07-07,Paid
297390,Joomla: Create a Joomla Website This Weekend With NO CODING!,https://www.udemy.com/joomla-create-a-joomla-website-this-weekend-with-no-coding/,0,18496,386,30,All Levels,0.34,2,2014-10-06T20:19:00Z,Web Development,2014-10-06,Free
64605,1 Hour CSS,https://www.udemy.com/1-hour-css/,100,18324,333,16,All Levels,0.66,1,2013-07-09T20:27:14Z,Web Development,2013-07-09,Paid
897238,Canva Graphics Design for Entrepreneurs - Design 11 Projects,https://www.udemy.com/canva-graphic-design-course/,200,18303,202,54,All Levels,0.81,3.5,2016-07-23T00:41:07Z,Graphic Design,2016-07-23,Paid
79154,Back to School Web Development and Programming Bundle,https://www.udemy.com/back-to-school-web-development-and-programming-bundle/,200,18170,117,779,All Levels,0.4,44.5,2013-08-19T14:53:00Z,Web Development,2013-08-19,Paid
99986,Introduction to Web Development,https://www.udemy.com/introduction-to-web-development/,20,18143,159,15,All Levels,0.67,2,2013-10-04T13:40:59Z,Web Development,2013-10-04,Paid
582636,Bootstrap unleash the power faster & easier web development,https://www.udemy.com/bootstrap-3-responsive-design-tutorial-fundamentals/,150,18101,88,68,All Levels,0.74,5.5,2015-08-14T22:44:39Z,Web Development,2015-08-14,Paid
652438,The Complete PHP CodeIgniter Course: Beginner To Advanced,https://www.udemy.com/codeignitercourse/,195,17895,212,30,Beginner Level,0.59,4,2015-12-29T20:19:39Z,Web Development,2015-12-29,Paid
754028,Financial Accounting - A Brief Introduction,https://www.udemy.com/accounting-in-less-then-one-hour/,0,17847,1440,17,Intermediate Level,0.34,1,2016-02-24T14:53:28Z,Business Finance,2016-02-24,Free
164554,AngularJS JumpStart with Dan Wahlin,https://www.udemy.com/angularjs-jumpstart/,75,17802,2144,113,Beginner Level,0.02,10,2014-03-24T17:31:15Z,Web Development,2014-03-24,Paid
1107524,The Complete NodeJS Course: Build a Full Business Rating App,https://www.udemy.com/learn-nodejs-by-building-an-employee-to-business-rating-app/,195,17784,260,61,Beginner Level,0.48,12.5,2017-02-13T17:18:59Z,Web Development,2017-02-13,Paid
963412,Building Websites JavaScript and the DOM,https://www.udemy.com/building-websites-learn-javascript-and-the-dom/,120,17759,64,37,All Levels,0.14,3,2016-09-26T14:48:26Z,Web Development,2016-09-26,Paid
391546,Learn Python and Django: Payment Processing,https://www.udemy.com/learn-django-code-accept-payments-with-stripe/,70,17714,198,23,All Levels,0.11,3.5,2015-02-09T15:37:56Z,Web Development,2015-02-09,Paid
995016,Vue JS 2 - The Complete Guide (incl. Vue Router & Vuex),https://www.udemy.com/vuejs-2-the-complete-guide/,190,17671,4675,329,Intermediate Level,0.53,18,2016-11-08T18:55:21Z,Web Development,2016-11-08,Paid
516062,JavaScript Intro to learning JavaScript web programming,https://www.udemy.com/javascript-intro-to-learning-javascript/,20,17554,94,16,All Levels,0.11,1.5,2015-06-01T20:44:42Z,Web Development,2015-06-01,Paid
639654,How to Make a Single Page Website for Freelancers & Agencies,https://www.udemy.com/how-to-make-a-portfolio-website-for-freelancers-agencies/,0,17463,283,30,All Levels,0.18,1.5,2015-10-15T20:13:38Z,Web Development,2015-10-15,Free
383204,The Professional Ruby on Rails Developer,https://www.udemy.com/pro-rubyonrails/,100,17334,676,96,All Levels,0.45,17,2015-02-23T23:18:49Z,Web Development,2015-02-23,Paid
833442,Angular (Angular 2 or 4) & NodeJS - The MEAN Stack Guide,https://www.udemy.com/angular-2-and-nodejs-the-practical-guide/,150,17297,3166,111,Expert Level,0.15,8.5,2016-05-02T23:09:15Z,Web Development,2016-05-02,Paid
265960,Fundamentals of Forex Trading,https://www.udemy.com/fundamentals-of-forex-trading/,0,17160,620,23,Beginner Level,0.69,1,2014-08-29T20:10:38Z,Business Finance,2014-08-29,Free
30318,Learning JavaScript Programming Tutorial. A Definitive Guide,https://www.udemy.com/programming-javascript/,50,17113,380,93,Beginner Level,0.24,9.5,2012-11-26T13:51:56Z,Web Development,2012-11-26,Paid
173134,Adobe Flash for Beginners - Build Flash Website From Scratch,https://www.udemy.com/adobe-flash-for-beginners-build-flash-website-from-scratch/,200,17071,17,15,Intermediate Level,0.76,1.5,2014-03-01T08:48:55Z,Web Development,2014-03-01,Paid
983534,Try AngularJS: Beginner's Guide to Front End Web Development,https://www.udemy.com/try-angularjs/,50,16926,126,33,Beginner Level,0.61,4.5,2016-10-13T20:38:03Z,Web Development,2016-10-13,Paid
308690,Forex Trading A-Z™ - With LIVE Examples of Forex Trading,https://www.udemy.com/forex-trading/,195,16900,2476,52,Beginner Level,0.16,5.5,2014-12-12T23:58:39Z,Business Finance,2014-12-12,Paid
1078522,React JS and Redux - Mastering Web Apps,https://www.udemy.com/react-js-and-redux-mastering-web-apps/,60,16829,820,77,All Levels,0.76,5,2017-01-19T04:58:10Z,Web Development,2017-01-19,Paid
701636,Learn Web Scraping with Node.js,https://www.udemy.com/web-scraping-nodejs/,75,16731,137,10,All Levels,0.66,1,2015-12-29T21:59:27Z,Web Development,2015-12-29,Paid
648118,JavaScript Rockstar How to create Incredible Useful code,https://www.udemy.com/javascript-projects-from-scratch-step-by-step-guide-to-learn/,75,16590,51,27,All Levels,0.26,2.5,2015-10-29T18:30:46Z,Web Development,2015-10-29,Paid
188692,Build a Responsive Website with a Modern Flat Design,https://www.udemy.com/build-responsive-website-designs-with-html5-and-css/,0,16527,354,17,All Levels,0.68,2,2014-03-26T14:23:06Z,Web Development,2014-03-26,Free
50522,Become Exceptional in HTML and HTML5,https://www.udemy.com/become-exceptional-in-html-html5/,20,16486,86,34,Beginner Level,0.24,6.5,2014-03-21T08:58:42Z,Web Development,2014-03-21,Paid
874166,Angular 2 Crash Course with TypeScript,https://www.udemy.com/angular-2-crash-course/,100,16409,589,74,Intermediate Level,0.71,4,2016-06-14T19:26:06Z,Web Development,2016-06-14,Paid
285638,Learn to Trade for Profit:Trading with Japanese Candlesticks,https://www.udemy.com/introduction-to-japanese-candlesticks/,60,16385,273,45,Beginner Level,0.78,3,2014-09-02T03:53:13Z,Business Finance,2014-09-02,Paid
993754,Django Core | A Reference Guide to Core Django Concepts,https://www.udemy.com/django-core/,195,16282,303,159,Beginner Level,0.35,18.5,2016-10-29T19:28:45Z,Web Development,2016-10-29,Paid
64422,1 Hour HTML,https://www.udemy.com/1-hour-html/,200,16212,514,20,Beginner Level,0.34,1,2013-07-09T03:16:26Z,Web Development,2013-07-09,Paid
1171966,The Complete PHP MySQL Professional Course with 5 Projects,https://www.udemy.com/the-complete-php-mysql-professional-course/,200,16158,159,125,All Levels,0.71,19.5,2017-06-07T05:58:36Z,Web Development,2017-06-07,Paid
